id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"tv20","เที่ยวบินต่อ","tîaw-bin-dtòr","connecting flight","travel","","","",""
"tv21","อาการเมาเวลา","aa-gaan-mao-way-laa","jetlag","travel","","","",""
"tv22","รับสัมภาระ","ráp-sǎm-paa-rá","baggage reclaim","travel","","","",""
"tv23","บัตรโดยสารเครื่องบิน","bàt-dohy-sǎan-krêuang-bin","boarding card","travel","","","",""
"tv24","ห้องโดยสาร","hông-dohy-sǎan","cabin","travel","","","",""
"tv25","เคาน์เตอร์เช็คอิน","kao-dtêr-chék-in","check-in desk","travel","","","",""
"tv26","ร้านปลอดภาษี","ráan-bplòrt-paa-sěe","duty-free shop","travel","","","",""
"tv27","กระเป๋าเสื้อผ้า","grà-bpǎo-sêua-pâa","holdall","travel","","","",""
"tv28","ป้ายแสดงเที่ยวบิน","bpâai-sà-dairng-tîaw-bin","information board","travel","","","",""
"tv29","รถเข็นสัมภาระ","rót-kěn-sǎm-paa-rá","luggage trolley","travel","","","",""
"tv30","หนังสือเดินทาง","nǎng-sěu-dern-taang","passport","travel","","","",""
"tv31","นักบิน","nák-bin","pilot","travel","","","",""
"tv32","ลานบิน","laan-bin","runway","travel","","","",""
"tv33","กระเป๋าเดินทาง","grà-bpǎo-dern-taang","suitcase","travel","","","",""
"tv34","อาคารผู้โดยสาร","aa-kaan-pôo-dohy-sǎan","terminal","travel","","","",""
"tv35","ท่าเรือ","tâa-reua","harbour / port","travel","","","",""
"tv36","เรือข้ามฟาก","reua-kâam-fâak","ferry","travel","","","",""
"tv37","เส้นทางเรือข้ามฟาก","sên-taang-reua-kâam-fâak","ferry crossing","travel","","","",""
"tv38","ที่พักผู้โดยสารเรือข้ามฟาก","têe-pák-pôo-dohy-sǎan-reua-kâam-fâak","ferry terminal","travel","","","",""
"tv39","ส่วนจอดรถ","sùan-jòrt-rót","car deck","travel","","","",""
"tv40","ยามชายฝั่ง","yaam-chaai-fàng","coastguard","travel","","","",""
"tv41","กัปตัน","gàp-dtan","captain","travel","","","",""
"tv42","สมอ","sà-mǒr","anchor","travel","","","",""
"tv43","ทุ่น","tûn","buoy","travel","","","",""
"tv44","สะพานขึ้นเรือ","sà-paan-kêun-reua","gangway","travel","","","",""
"tv45","ทุ่นชูชีพ","tûn-choo-chêep","lifebuoy","travel","","","",""
"tv46","เสื้อชูชีพ","sêua-choo-chêep","lifejacket","travel","","","",""
"tv47","ท้ายเรือ","táai-reua","stern","travel","","","",""
"tv48","ดาดฟ้า","dàat-fáa","deck","travel","","","",""
"tv49","เรือชูชีพ","reua-choo-chêep","lifeboat","travel","","","",""
"tv50","หน้าต่างเรือ","nâa-dtàang-reua","porthole","travel","","","",""
"tv51","เรดาร์","ray-daa","radar","travel","","","",""
"tv52","หัวเรือ","hǔa-reua","bow (of a ship)","travel","","","",""
"tv53","เรือโดยสารในคลอง","reua-dohy-sǎan-nai-klorng","canal boat","travel","","","",""
"tv54","เรือเดินสมุทร","reua-dern-sà-mùt","liner","travel","","","",""
"tv55","เรือยาง","reua-yaang","inflatable dinghy","travel","","","",""
"tv56","เรือใบ","reua-bai","sailing boat","travel","","","",""
"tv57","เรือประมงขนาดใหญ่","reua-bprà-mong-kà-nàat-yài","trawler","travel","","","",""
"tv58","เรือยอชท์","reua-yórt","yacht","travel","","","",""
"h01","ตึก","dtèuk","building","home","","","",""
"h02","ที่อยู่","têe-yòo","address","home","","","",""
"h03","ชานเมือง","chaan-meuang","suburb","home","","","",""
"h04","นายหน้าบ้านและที่ดิน","naai-nâa-bâan-lé-têe-din","estate agent","home","","","",""
"h05","เจ้าของบ้าน","jâo-kǒrng-bâan","landlord / landlady","home","","","",""
"h06","ผู้เช่า","pôo-châo","tenant","home","","","",""
"h07","เพื่อนบ้าน","pêuan-bâan","neighbour","home","","","",""
"h08","ค่าเช่า","kâa-châo","rent","home","","","",""
"h09","บ้านพักตากอากาศ","bâan-pák-dtàk-aa-gàat","holiday let","home","","","",""
"h10","บังกะโล","bang-gà-loh","bungalow","home","","","",""
"h11","คอนโด","korn-doh","condo","home","","","",""
"h12","บ้านเดี่ยว","bâan-dìaw","detached house","home","","","",""
"h13","ห้องสตูดิโอ","hông-sà-dtoo-dì-oh","studio flat","home","","","",""
"h14","เรือนไทย","reuan-tai","traditional Thai house","home","","","",""
"h15","วิลล่า","win-lâa","villa","home","","","",""
"h16","อาคารที่พัก","aa-kaan-têe-pák","block of flats","home","","","",""
"h17","ระเบียง","rá-biang","balcony","home","","","",""
"h18","ห้อง","hông","room","home","","","",""
"h19","เพดาน","pay-daan","ceiling","home","","","",""
"h20","กำแพง","gam-pairng","wall","home","","","",""
"h21","พื้น","péuun","floor","home","","","",""
"h22","ปลั๊ก","bplák","plug","home","","","",""
"h23","อะแดปเตอร์","à-dèp-dtêr","adaptor","home","","","",""
"h24","ปลั๊กไฟ","bplák-fai","socket","home","","","",""
"h25","ปลั๊กพ่วง","bplák-pûang","extension cable","home","","","",""
"h26","มุ้งลวด","múng-lûat","mosquito screen","home","","","",""
"h27","จานดาวเทียม","jaan-daao-tiam","satellite dish","home","","","",""
"h28","ประตูหลัง","bprà-dtoo-lǎng","back door","home","","","",""
"h29","ช่องแสง","chông-sǎirng","skylight","home","","","",""
"h30","หลอดไฟ","lòrt-fai","light bulb","home","","","",""
"h31","เครื่องทำน้ำร้อน","krêuang-tam-nám-rórn","boiler","home","","","",""
"h32","พัดลมติดเพดาน","pát-lom-dtìt-pay-daan","ceiling fan","home","","","",""
"h33","พัดลมไอเย็น","pát-lom-ai-yen","evaporative cooler","home","","","",""
"h34","กล่องตัดไฟ","glòng-dtàt-fai","fusebox","home","","","",""
"h35","มิเตอร์","mí-dtêr","meter","home","","","",""
"h36","สัญญาณกันขโมย","sǎn-yaan-gan-kà-mohy","security alarm","home","","","",""
"h37","สัญญาณเตือนไฟไหม้","sǎn-yaan-dteuan-fai-mâi","smoke alarm","home","","","",""
"h38","พัดลมตั้งพื้น","pát-lom-dtâng-péuun","standing fan","home","","","",""
"h39","เทอร์โมสตัท","ter-moh-sà-dtàt","thermostat","home","","","",""
"h40","เสาอากาศ","sǎo-aa-gàat","aerial","home","","","",""
"h41","รางน้ำฝน","raang-nám-fǒn","gutter","home","","","",""
"h42","ท่อน้ำฝน","tôr-nám-fǒn","drainpipe","home","","","",""
"h43","ถนนส่วนบุคคล","tà-nǒn-sùan-bùk-kon","driveway","home","","","",""
"h44","ประตูหน้า","bprà-dtoo-nâa","front door","home","","","",""
"h45","โรงจอดรถ","rohng-jòrt-rót","garage (home)","home","","","",""
"h46","ทางเข้าประตู","taang-kâo-bprà-dtoo","threshold / doorway","home","","","",""
"h47","ตะขอแขวนเสื้อ","dtà-kǒr-kwǎirn-sêua","coat hook","home","","","",""
"h48","โต๊ะวางของแต่งบ้าน","dtó-waang-kǒrng-dtèng-bâan","console table","home","","","",""
"h49","เชิงบันได","cherng-ban-dai","landing","home","","","",""
"h50","บันได","ban-dai","staircase","home","","","",""
"h51","ราวบันได","raao-ban-dai","banister","home","","","",""
"h52","กริ่งประตู","grìng-bprà-dtoo","doorbell","home","","","",""
"h53","ลูกบิดประตู","lôok-bìt-bprà-dtoo","door handle","home","","","",""
"h54","พรมเช็ดเท้า","prom-chét-táao","doormat","home","","","",""
"h55","อินเตอร์คอม","in-dter-korm","intercom","home","","","",""
"h56","กุญแจ","gun-jair","key","home","","","",""
"h57","กุญแจรีโมท","gun-jair-ree-móht","key fob","home","","","",""
"h58","ลิฟต์","líp","lift","home","","","",""
"h59","ตู้เก็บรองเท้า","dtôo-gèp-rorng-táao","shoe cupboard","home","","","",""
"h60","ช่องบันได","chông-ban-dai","stairwell","home","","","",""
"h61","พื้นกระเบื้อง","péuun-grà-bêuang","tiled floor","home","","","",""
"h62","พรม","prom","carpet","home","","","",""
"h63","โซฟาเบด","soh-faa-bàyd","sofa bed","home","","","",""
"h64","ชุดรับแขก","chút-ráp-kàirk","suite","home","","","",""
"h65","โซฟาเดี่ยว","soh-faa-dìaw","armchair","home","","","",""
"h66","ที่วางเท้า","têe-waang-táao","footstool","home","","","",""
"h67","โต๊ะกาแฟ","dtó-gaa-fair","coffee table","home","","","",""
"h68","ของตกแต่ง","kǒrng-dtòk-dtèng","ornament","home","","","",""
"h69","ไฟผนัง","fai-pà-nǎng","wall light","home","","","",""
"h70","โคมไฟตั้งโต๊ะ","kohm-fai-dtâng-dtó","table lamp","home","","","",""
"h71","วิทยุ","wít-ta-yú","radio","home","","","",""
"h72","เครื่องเล่นดีวีดี","krêuang-lên-dee-wee-dee","DVD/Blu-ray player","home","","","",""
"h73","รีโมท","ree-móht","remote control","home","","","",""
"h74","ชั้นวางหนังสือ","chán-waang-nang-sěu","bookcase","home","","","",""
"h75","ตู้โชว์","dtôo-choh","display cabinet","home","","","",""
"h76","ชั้นวางทีวี","chán-waang-tee-wee","TV stand","home","","","",""
"h77","ผ้าม่าน","pâa-mâan","curtains","home","","","",""
"h78","ทีวี","tee-wee","TV","home","","","",""
"h79","มู่ลี่ปรับแสง","môo-lêe-bràp-sǎirng","Venetian blind","home","","","",""
"h80","ภาพติดผนัง","pâap-dtìt-pà-nǎng","picture","home","","","",""
"h81","พื้นไม้","péuun-mái","wooden floor","home","","","",""
"h82","หมอนอิง","mǒrn-ing","cushion","home","","","",""
"h83","โซฟา","soh-faa","sofa","home","","","",""
"h84","ต้นไม้ในบ้าน","dtôn-máai-nai-bâan","house plant","home","","","",""
"k01","เตาไฟฟ้า","dtao-fai-fáa","(electric) cooker","kitchen","","","",""
"k02","เตาแก๊ส","dtao-gáirt","gas cooker","kitchen","","","",""
"k03","เตาอบ","dtao-òp","oven","kitchen","","","",""
"k04","หัวเตา","hǔa-dtao","hob","kitchen","","","",""
"k05","ไมโครเวฟ","mai-kroh-wáyp","microwave","kitchen","","","",""
"k06","ตู้เย็นตู้แช่แข็ง","dtôo-yen-dtôo-châir-kǎirng","fridge-freezer","kitchen","","","",""
"k07","เครื่องปิ้งขนมปัง","krêuang-bpîng-kà-nǒm-bpang","toaster","kitchen","","","",""
"k08","หม้อหุงข้าวไฟฟ้า","môr-hǔng-kâao-fai-fáa","electric rice cooker","kitchen","","","",""
"k09","เครื่องหั่นอาหาร","krêuang-hàn-aa-hǎan","food processor","kitchen","","","",""
"k10","กาต้มน้ำไฟฟ้า","gaa-dtôm-náam-fai-fáa","kettle","kitchen","","","",""
"k11","เครื่องดูดควัน","krêuang-dòot-kwan","cooker hood","kitchen","","","",""
"k12","อ่างล้างจาน","àang-láang-jaan","sink","kitchen","","","",""
"k13","ก๊อกน้ำ","górk-náam","tap","kitchen","","","",""
"k14","ตู้เก็บของ","dtôo-gèp-kǒrng","cupboard","kitchen","","","",""
"k15","ลิ้นชัก","lín-chák","drawer","kitchen","","","",""
"k16","เคาท์เตอร์ครัว","kao-dtêr-krua","worktop","kitchen","","","",""
"k17","กระเบื้อง","grà-bêuang","tiles","kitchen","","","",""
"k18","เขียง","kǐang","chopping board","kitchen","","","",""
"k19","มีดทำครัว","mêet-tam-krua","kitchen knife","kitchen","","","",""
"k20","หม้อสองหู","môr-sǒrng-hǒo","cooking pot","kitchen","","","",""
"k21","หม้อด้าม","môr-dâam","saucepan","kitchen","","","",""
"k22","กระทะก้นแบน","grà-tá-gôn-bairn","frying pan","kitchen","","","",""
"k23","กระทะจีน","grà-tá-jeen","wok","kitchen","","","",""
"k24","กระชอน","grà-chorn","colander","kitchen","","","",""
"k25","ที่ร่อนแป้ง","têe-rôn-bpêng","sieve","kitchen","","","",""
"k26","ที่ขูดผัก","têe-kòot-pàk","grater","kitchen","","","",""
"k27","ทัพพี","táp-pee","ladle","kitchen","","","",""
"k28","ตะหลิว","dtà-lǐw","spatula","kitchen","","","",""
"k29","ช้อนไม้","chórn-máai","wooden spoon","kitchen","","","",""
"k30","ตะกร้อมือ","dtà-grôr-meu","whisk","kitchen","","","",""
"k31","ไม้นวดแป้ง","máai-nûat-bpêng","rolling pin","kitchen","","","",""
"k32","ครก","krók","pestle and mortar","kitchen","","","",""
"k33","ถ้วยตวง","tûay-dtuang","measuring jug","kitchen","","","",""
"k34","เครื่องชั่งน้ำหนักในครัว","krêuang-châng-náam-nàk-nai-krua","kitchen scales","kitchen","","","",""
"k35","มีดปอกผลไม้","mêet-bpòrk-pǒn-lá-máai","peeler","kitchen","","","",""
"k36","ที่เปิดกระป๋อง","têe-bpèrt-grà-bpǒrng","tin opener","kitchen","","","",""
"k37","ซึ้งนึ่งซาลาเปา","séung-nêung-saa-laa-bpao","steamer","kitchen","","","",""
"k38","กาน้ำชา","gaa-nám-chaa","teapot","kitchen","","","",""
"k39","ถังขยะแบบเหยียบ","tǎng-kà-yà-bàirp-yìap","pedal bin","kitchen","","","",""
"k40","แผ่นฟอยล์","pèn-foy","aluminium foil","kitchen","","","",""
"k41","ฟิล์มถนอมอาหาร","fim-tà-nǒrm-aa-hǎan","clingfilm","kitchen","","","",""
"k42","กระดาษอเนกประสงค์","grà-dàat-à-nàyk-bprà-sǒng","kitchen roll","kitchen","","","",""
"k43","โต๊ะอาหาร","dtó-aa-hǎan","dining table","kitchen","","","",""
"k44","ผ้าปูโต๊ะ","pâa-bpoo-dtó","tablecloth","kitchen","","","",""
"k45","ช้อนกลาง","chórn-glaang","serving spoon","kitchen","","","",""
"k46","ช้อนส้อม","chórn-sôm","spoon and fork","kitchen","","","",""
"k47","ส้อมกับมีด","sôm-gàp-mêet","knife and fork","kitchen","","","",""
"k48","ช้อน","chórn","spoon","kitchen","","","",""
"k49","ช้อนชา","chórn-chaa","teaspoon","kitchen","","","",""
"k50","จาน","jaan","plate","kitchen","","","",""
"k51","จานข้าว","jaan-kâao","dinner plate","kitchen","","","",""
"k52","ถ้วยน้ำซุป","tûay-náam-súp","soup bowl","kitchen","","","",""
"k53","ถ้วยกาแฟ","tûay-gaa-fair","coffee cup / mug","kitchen","","","",""
"k54","ผ้าเช็ดปาก","pâa-chét-bpàak","napkin","kitchen","","","",""
"k55","แก้วน้ำ","gâew-náam","glass","kitchen","","","",""
"k56","แก้วน้ำทรงสูง","gâew-náam-song-sǒong","tumbler","kitchen","","","",""
"k57","แก้วไวน์","gâew-wai","wine glass","kitchen","","","",""
"bd01","เตียง","dtiang","bed","bedroom","","","",""
"bd02","เตียงเดี่ยว","dtiang-dìaw","single bed","bedroom","","","",""
"bd03","เตียงคู่","dtiang-kôo","double bed","bedroom","","","",""
"bd04","เตียงสองชั้น","dtiang-sǒrng-chán","bunk beds","bedroom","","","",""
"bd05","ห้องนอนใหญ่","hông-norn-yài","master bedroom","bedroom","","","",""
"bd06","ห้องว่าง","hông-wâang","spare room","bedroom","","","",""
"bd07","ห้องเด็กเล็ก","hông-dèk-lék","nursery","bedroom","","","",""
"bd08","หัวเตียง","hǔa-dtiang","headboard","bedroom","","","",""
"bd09","ฟูก","fôok","mattress","bedroom","","","",""
"bd10","หมอน","mǒrn","pillow","bedroom","","","",""
"bd11","ผ้านวม","pâa-nuam","duvet","bedroom","","","",""
"bd12","ผ้าปูที่นอน","pâa-bpoo-têe-norn","sheets","bedroom","","","",""
"bd13","ชุดเครื่องนอน","chút-krêuang-norn","bedding","bedroom","","","",""
"bd14","ตู้เสื้อผ้า","dtôo-sêua-pâa","wardrobe","bedroom","","","",""
"bd15","ตู้ลิ้นชัก","dtôo-lín-chák","chest of drawers","bedroom","","","",""
"bd16","โต๊ะเครื่องแป้ง","dtó-krêuang-bpêng","dressing table","bedroom","","","",""
"bd17","โต๊ะข้างเตียง","dtó-kâang-dtiang","bedside table","bedroom","","","",""
"bd18","โคมไฟข้างเตียง","kohm-fai-kâang-dtiang","bedside lamp","bedroom","","","",""
"bd19","นาฬิกาปลุก","naa-lí-gaa-bplùk","alarm clock","bedroom","","","",""
"bd20","กระจกเงา","grà-jòk-ngao","mirror","bedroom","","","",""
"bd21","ไม้แขวนเสื้อ","máai-kwǎirn-sêua","coat hanger","bedroom","","","",""
"bd22","ตะกร้าผ้า","dtà-grâa-pâa","laundry basket","bedroom","","","",""
"ba01","ม่านห้องน้ำ","mâan-hông-náam","shower curtain","bathroom","","","",""
"ba02","ของใช้ในห้องน้ำ","kǒrng-chái-nai-hông-náam","toiletries","bathroom","","","",""
"ba03","ผ้าเช็ดตัว","pâa-chét-dtua","bath towel","bathroom","","","",""
"ba04","ผ้าเช็ดหน้าขนหนู","pâa-chét-nâa-kǒn-nǒo","face cloth","bathroom","","","",""
"ba05","ไดร์เป่าผม","dai-bpào-pǒm","hairdryer","bathroom","","","",""
"ba06","รองเท้าแตะ","rorng-táao-dtè","plastic slippers","bathroom","","","",""
"ba07","ใยขัดตัว","yai-kàt-dtua","shower puff","bathroom","","","",""
"ba08","สบู่","sà-bòo","soap","bathroom","","","",""
"ba09","ฟองน้ำ","forng-náam","sponge","bathroom","","","",""
"ba10","แปรงล้างห้องน้ำ","bprairng-láang-hông-náam","toilet brush","bathroom","","","",""
"ba11","กระดาษทิชชู่","grà-dàat-tít-chôo","toilet roll","bathroom","","","",""
"ba12","ชักโครก","chák-krôhk","toilet","bathroom","","","",""
"ba13","อ่างล้างหน้า","àang-láang-nâa","washbasin","bathroom","","","",""
"ba14","ราวแขวนผ้า","raao-kwǎirn-pâa","towel rail","bathroom","","","",""
"ba15","ฝักบัว","fàk-bua","shower","bathroom","","","",""
"ba16","ห้องอาบน้ำ","hông-àap-náam","shower cubicle","bathroom","","","",""
"ba17","อ่างอาบน้ำ","àang-àap-náam","bath","bathroom","","","",""
"gd01","ดอกไม้","dòrk-máai","flower","garden","","","",""
"gd02","วัชพืช","wát-chá-pêuut","weed","garden","","","",""
"gd03","ดิน","din","soil","garden","","","",""
"gd04","นก","nók","bird","garden","","","",""
"gd05","กรีนเฮ้าส์","green-háo","greenhouse","garden","","","",""
"gd06","ชั้นวางกระถาง","chán-waang-grà-tǎng","flowerpot stand","garden","","","",""
"gd07","กระถาง","grà-tǎng","flowerpot","garden","","","",""
"gd08","พื้นระเบียงไม้","péuun-rá-biang-máai","decking","garden","","","",""
"gd09","ไม้พุ่ม","máai-pûm","shrub","garden","","","",""
"gd10","ต้นไม้","dtôn-máai","plant","garden","","","",""
"gd11","กรงนก","grong-nók","birdcage","garden","","","",""
"gd12","ถุงมือทำสวน","tǔng-meu-tam-sǔan","gardening gloves","garden","","","",""
"gd13","ระแนงไม้เลื้อย","rá-nairng-máai-léuay","trellis","garden","","","",""
"gd14","ช้อนปลูก","chórn-bplòok","trowel","garden","","","",""
"gd15","บัวรดน้ำ","bua-rót-náam","watering can","garden","","","",""
"gd16","ยาฆ่าหญ้า","yaa-kâa-yâa","weedkiller","garden","","","",""
"gd17","กระบะต้นไม้ริมหน้าต่าง","grà-bà-dtôn-máai-rim-nâa-dtàang","windowbox","garden","","","",""
"hw01","ห้องซักรีด","hông-sák-rêet","utility room","housework","","","",""
"hw02","เครื่องใช้ไฟฟ้า","krêuang-chái-fai-fáa","household appliances","housework","","","",""
"hw03","ถังขยะ","tǎng-kà-yà","dustbin","housework","","","",""
"hw04","น้ำยาซักผ้าขาว","náam-yaa-sák-pâa-kǎao","bleach","housework","","","",""
"hw05","น้ำยาทำความสะอาดฆ่าเชื้อ","náam-yaa-tam-kwaam-sà-àat-kâa-chéua","disinfectant","housework","","","",""
"hw06","น้ำยาล้างจาน","náam-yaa-láang-jaan","washing-up liquid","housework","","","",""
"hw07","ถุงขยะ","tǔng-kà-yà","bin bag","housework","","","",""
"hw08","แปรงถูพื้น","bprairng-tǒo-péuun","scrubbing brush","housework","","","",""
"hw09","ถัง","tǎng","bucket","housework","","","",""
"hw10","ผ้าขนหนู","pâa-kǒn-nǒo","cloth","housework","","","",""
"hw11","ราวตากผ้า","raao-dtàk-pâa","clothes horse","housework","","","",""
"hw12","ไม้หนีบผ้า","máai-nèep-pâa","clothes pegs","housework","","","",""
"hw13","ที่โกยผง","têe-gohy-pǒng","dustpan","housework","","","",""
"hw14","เตารีด","dtao-rêet","iron","housework","","","",""
"hw15","โต๊ะรีดผ้า","dtó-rêet-pâa","ironing board","housework","","","",""
"hw16","ไม้ถูพื้น","máai-tǒo-péuun","mop","housework","","","",""
"hw17","ถุงมือยาง","tǔng-meu-yaang","rubber gloves","housework","","","",""
"hw18","ใยขัด","yai-kàt","scourer","housework","","","",""
"hw19","เครื่องอบผ้า","krêuang-òp-pâa","tumble drier","housework","","","",""
"hw20","เครื่องดูดฝุ่น","krêuang-dòot-fùn","vacuum cleaner","housework","","","",""
"hw21","เชือกตากผ้า","chêuak-dtàk-pâa","washing line","housework","","","",""
"hw22","เครื่องซักผ้า","krêuang-sák-pâa","washing machine","housework","","","",""
"hw23","ผงซักฟอก","pǒng-sák-fôrk","washing powder","housework","","","",""
"hw24","ถังขยะตะแกรงเหล็ก","tǎng-kà-yà-dtà-grairng-lèk","wastepaper basket","housework","","","",""
"sh01","ซุปเปอร์มาร์เก็ต","súp-bper-maa-gèt","supermarket","shopping","","","",""
"sh02","ร้านหัวมุม","ráan-hǔa-mum","corner shop","shopping","","","",""
"sh03","ศูนย์การค้า","sǒon-gaan-káa","shopping centre","shopping","","","",""
"sh04","เงินสด","nguhn-sòt","cash","shopping","","","",""
"sh05","เงินทอน","nguhn-torn","change (money)","shopping","","","",""
"sh06","รหัส","rá-hàt","PIN","shopping","","","",""
"sh07","จุดจ่ายเงิน","jùt-jàai-nguhn","checkout","shopping","","","",""
"sh08","แลกเปลี่ยน","lâirk-bplìan","exchange","shopping","","","",""
"sh09","ขอเงินคืน","kǒr-nguhn-keuun","refund","shopping","","","",""
"sh10","ใบเสร็จรับเงิน","bai-sèt-ráp-nguhn","receipt","shopping","","","",""
"sh11","บัตรแทนเงินสด","bàt-tairn-nguhn-sòt","voucher","shopping","","","",""
"sh12","บัตรกำนัล","bàt-gam-nan","gift voucher","shopping","","","",""
"sh13","ธนบัตร","tá-ná-bàt","banknotes","shopping","","","",""
"sh14","เครื่องอ่านบัตร","krêuang-àan-bàt","card reader","shopping","","","",""
"sh15","เหรียญ","rǐan","coins","shopping","","","",""
"sh16","บัตรเครดิต","bàt-kray-dìt","credit / debit card","shopping","","","",""
"sh17","ถุงกระดาษ","tǔng-grà-dàat","paper bag","shopping","","","",""
"sh18","ถุงพลาสติก","tǔng-pláat-dtìk","plastic bag","shopping","","","",""
"sh19","แถว","tǎew","aisle (row)","shopping","","","",""
"sh20","ของกินของใช้","kǒrng-gin-kǒrng-chái","groceries","shopping","","","",""
"sh21","อาหารพร้อมรับประทาน","aa-hǎan-próm-ráp-bprà-taan","ready meal","shopping","","","",""
"sh22","ขวด","kùat","bottle","shopping","","","",""
"sh23","กล่อง","glòrng","box","shopping","","","",""
"sh24","กล่องกระดาษ","glòrng-grà-dàat","carton","shopping","","","",""
"sh25","ขวดโหล","kùat-lǒh","jar","shopping","","","",""
"sh26","แพ็คหลายชิ้น","pék-lǎai-chín","multipack","shopping","","","",""
"sh27","ห่อ","hòr","packet","shopping","","","",""
"sh28","กระป๋อง","grà-bpǒrng","tin / tinned","shopping","","","",""
"sh29","สด","sòt","fresh","shopping","","","",""
"sh30","แช่แข็ง","châir-kǎirng","frozen","shopping","","","",""
"sh31","ผลิตภัณฑ์นม","pà-lìt-dtà-pan-nom","dairy","shopping","","","",""
"sh32","ไขมันต่ำ","kǎi-man-dtàm","low-fat","shopping","","","",""
"sh33","แคลอรี่ต่ำ","kair-lor-rêe-dtàm","low-calorie","shopping","","","",""
"sh34","ตาชั่ง","dtaa-châng","scales","shopping","","","",""
"sh35","รถเข็น","rót-kěn","trolley","shopping","","","",""
"sh36","ขนมปัง","kà-nǒm-bpang","bread","shopping","","","",""
"sh37","คุกกี้","kúk-gêe","biscuits","shopping","","","",""
"sh38","น้ำผึ้ง","nám-pêung","honey","shopping","","","",""
"sh39","กาแฟสำเร็จรูป","gaa-fair-sǎm-rèt-rôop","instant coffee","shopping","","","",""
"sh40","แยม","yairm","jam","shopping","","","",""
"sh41","ซอสมะเขือเทศ","sórt-má-kěua-tâyt","ketchup","shopping","","","",""
"sh42","เส้นก๋วยเตี๋ยว","sên-gǔay-dtǐaw","noodles","shopping","","","",""
"sh43","น้ำมันมะกอก","nám-man-má-gòrk","olive oil","shopping","","","",""
"sh44","พริกไทย","prík-tai","pepper","shopping","","","",""
"sh45","ข้าวสาร","kâao-sǎan","rice (uncooked)","shopping","","","",""
"sh46","เกลือ","gleua","salt","shopping","","","",""
"sh47","ซอสถั่วเหลือง","sórt-tùa-lěuang","soy sauce","shopping","","","",""
"sh48","ชาในถุง","chaa-nai-tǔng","teabags","shopping","","","",""
"sh49","น้ำมันพืช","nám-man-pêuut","vegetable oil","shopping","","","",""
"sh50","น้ำส้มสายชู","nám-sôm-sǎai-choo","vinegar","shopping","","","",""
"sh51","ช็อกโกแลต","chók-go-lét","chocolate","shopping","","","",""
"sh52","มันฝรั่งทอดกรอบ","man-fà-ràng-tôrt-gròrp","crisps","shopping","","","",""
"sh53","ผลไม้อบแห้ง","pǒn-lá-máai-òp-hâirng","dried fruit","shopping","","","",""
"sh54","ถั่ว","tùa","nuts","shopping","","","",""
"sh55","ข้าวโพดคั่ว","kâao-pôht-kûa","popcorn","shopping","","","",""
"sh56","ลูกอม","lôok-om","sweets","shopping","","","",""
"sh57","น้ำอัดลม","náam-àt-lom","fizzy drink","shopping","","","",""
"sh58","เหล้า","lâo","spirits","shopping","","","",""
"sh59","น้ำดื่ม","náam-dèuum","still water","shopping","","","",""
"sh60","ไวน์","wai","wine","shopping","","","",""
"sh61","ตลาดในร่ม","dtà-làat-nai-rôm","indoor market","shopping","","","",""
"sh62","ตลาดกลางคืน","dtà-làat-glaang-keuun","night market","shopping","","","",""
"sh63","ท้องถิ่น","tórng-tìn","local","shopping","","","",""
"sh64","ออร์แกนิก","or-gair-ník","organic","shopping","","","",""
"sh65","ตามฤดูกาล","dtaam-réu-doo-gaan","seasonal","shopping","","","",""
"sh66","โฮมเมด","hohm-màyt","home-made","shopping","","","",""
"sh67","คนขาย","kon-kǎai","trader","shopping","","","",""
"sh68","แผง","pǎirng","stall","shopping","","","",""
"sh69","ลูกค้า","lôok-káa","customers","shopping","","","",""
"sh70","ผักผลไม้สด","pàk-pǒn-lá-máai-sòt","produce","shopping","","","",""
"sh71","ลัง","lang","crate","shopping","","","",""
"sh72","ตะกร้า","dtà-grâa","basket","shopping","","","",""
"fr01","ชิ้น","chín","segment / piece","fruit","","","",""
"fr02","แกน","gairn","core","fruit","","","",""
"fr03","สุก","sùk","ripe","fruit","","","",""
"fr04","ยังไม่สุก","yang-mâi-sùk","unripe","fruit","","","",""
"fr05","เน่า","nâo","rotten","fruit","","","",""
"fr06","ไร้เมล็ด","rái-má-lét","seedless","fruit","","","",""
"fr07","แคนตาลูป","kairn-dtaa-lóop","cantaloupe","fruit","","","",""
"fr08","มะพร้าว","má-práao","coconut","fruit","","","",""
"fr09","ทุเรียน","tú-rian","durian","fruit","","","",""
"fr10","องุ่น","à-ngùn","grape","fruit","","","",""
"fr11","ฝรั่ง","fà-ràng","guava","fruit","","","",""
"fr12","ขนุน","kà-nǔn","jackfruit","fruit","","","",""
"fr13","พุทรา","pút-saa","jujube","fruit","","","",""
"fr14","เลมอน","lay-morn","lemon","fruit","","","",""
"fr15","ลำไย","lam-yai","longan","fruit","","","",""
"fr16","ลิ้นจี่","lín-jèe","lychee","fruit","","","",""
"fr17","มังคุด","mang-kút","mangosteen","fruit","","","",""
"fr18","ลูกหม่อน","lôok-mòrn","mulberry","fruit","","","",""
"fr19","เสาวรส","sǎo-wá-rót","passion fruit","fruit","","","",""
"fr20","พลับ","pláp","persimmon","fruit","","","",""
